orcid,username,ufirstname,ulastname,uemail,ucity,ucountry,uinstitution,udepartment,phone1,cid,cfullname,cstartdate,cenddate,cshortname,cfacultad,course_uri
0000-0000-0000-1262,user1262,NombreUsuario1262,Apellido1262,user1262@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291262,1328,curso #1262,1596547676,1603547676,curso#1262,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1328
0000-0000-0000-1263,user1263,NombreUsuario1263,Apellido1263,user1263@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291263,1329,curso #1263,1596547676,1603547676,curso#1263,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1329
0000-0000-0000-1264,user1264,NombreUsuario1264,Apellido1264,user1264@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291264,1330,curso #1264,1596547676,1603547676,curso#1264,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1330
0000-0000-0000-1265,user1265,NombreUsuario1265,Apellido1265,user1265@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291265,1331,curso #1265,1596547677,1603547677,curso#1265,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1331
0000-0000-0000-1266,user1266,NombreUsuario1266,Apellido1266,user1266@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291266,1332,curso #1266,1596547677,1603547677,curso#1266,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1332
0000-0000-0000-1267,user1267,NombreUsuario1267,Apellido1267,user1267@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291267,1333,curso #1267,1596547677,1603547677,curso#1267,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1333
0000-0000-0000-1268,user1268,NombreUsuario1268,Apellido1268,user1268@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291268,1334,curso #1268,1596547677,1603547677,curso#1268,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1334
0000-0000-0000-1269,user1269,NombreUsuario1269,Apellido1269,user1269@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291269,1335,curso #1269,1596547678,1603547678,curso#1269,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1335
0000-0000-0000-1270,user1270,NombreUsuario1270,Apellido1270,user1270@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291270,1336,curso #1270,1596547678,1603547678,curso#1270,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1336
0000-0000-0000-1271,user1271,NombreUsuario1271,Apellido1271,user1271@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291271,1337,curso #1271,1596547678,1603547678,curso#1271,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1337
0000-0000-0000-1272,user1272,NombreUsuario1272,Apellido1272,user1272@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291272,1338,curso #1272,1596547679,1603547679,curso#1272,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1338
0000-0000-0000-1273,user1273,NombreUsuario1273,Apellido1273,user1273@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291273,1339,curso #1273,1596547679,1603547679,curso#1273,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1339
0000-0000-0000-1274,user1274,NombreUsuario1274,Apellido1274,user1274@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291274,1340,curso #1274,1596547679,1603547679,curso#1274,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1340
0000-0000-0000-1275,user1275,NombreUsuario1275,Apellido1275,user1275@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291275,1341,curso #1275,1596547680,1603547680,curso#1275,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1341
0000-0000-0000-1276,user1276,NombreUsuario1276,Apellido1276,user1276@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291276,1342,curso #1276,1596547680,1603547680,curso#1276,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1342
0000-0000-0000-1277,user1277,NombreUsuario1277,Apellido1277,user1277@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291277,1343,curso #1277,1596547680,1603547680,curso#1277,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1343
0000-0000-0000-1278,user1278,NombreUsuario1278,Apellido1278,user1278@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291278,1344,curso #1278,1596547681,1603547681,curso#1278,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1344
0000-0000-0000-1279,user1279,NombreUsuario1279,Apellido1279,user1279@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291279,1345,curso #1279,1596547681,1603547681,curso#1279,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1345
0000-0000-0000-1280,user1280,NombreUsuario1280,Apellido1280,user1280@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291280,1346,curso #1280,1596547681,1603547681,curso#1280,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1346
0000-0000-0000-1281,user1281,NombreUsuario1281,Apellido1281,user1281@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291281,1347,curso #1281,1596547682,1603547682,curso#1281,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1347
0000-0000-0000-1282,user1282,NombreUsuario1282,Apellido1282,user1282@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291282,1348,curso #1282,1596547682,1603547682,curso#1282,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1348
0000-0000-0000-1283,user1283,NombreUsuario1283,Apellido1283,user1283@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291283,1349,curso #1283,1596547682,1603547682,curso#1283,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1349
0000-0000-0000-1284,user1284,NombreUsuario1284,Apellido1284,user1284@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291284,1350,curso #1284,1596547682,1603547682,curso#1284,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1350
0000-0000-0000-1285,user1285,NombreUsuario1285,Apellido1285,user1285@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291285,1351,curso #1285,1596547683,1603547683,curso#1285,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1351
0000-0000-0000-1286,user1286,NombreUsuario1286,Apellido1286,user1286@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291286,1352,curso #1286,1596547683,1603547683,curso#1286,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1352
0000-0000-0000-1287,user1287,NombreUsuario1287,Apellido1287,user1287@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291287,1353,curso #1287,1596547683,1603547683,curso#1287,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1353
0000-0000-0000-1288,user1288,NombreUsuario1288,Apellido1288,user1288@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291288,1354,curso #1288,1596547684,1603547684,curso#1288,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1354
0000-0000-0000-1289,user1289,NombreUsuario1289,Apellido1289,user1289@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291289,1355,curso #1289,1596547684,1603547684,curso#1289,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1355
0000-0000-0000-1290,user1290,NombreUsuario1290,Apellido1290,user1290@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291290,1356,curso #1290,1596547685,1603547685,curso#1290,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1356
0000-0000-0000-1291,user1291,NombreUsuario1291,Apellido1291,user1291@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291291,1357,curso #1291,1596547685,1603547685,curso#1291,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1357
0000-0000-0000-1292,user1292,NombreUsuario1292,Apellido1292,user1292@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291292,1358,curso #1292,1596547685,1603547685,curso#1292,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1358
0000-0000-0000-1293,user1293,NombreUsuario1293,Apellido1293,user1293@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291293,1359,curso #1293,1596547686,1603547686,curso#1293,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1359
0000-0000-0000-1294,user1294,NombreUsuario1294,Apellido1294,user1294@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291294,1360,curso #1294,1596547686,1603547686,curso#1294,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1360
0000-0000-0000-1295,user1295,NombreUsuario1295,Apellido1295,user1295@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291295,1361,curso #1295,1596547687,1603547687,curso#1295,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1361
0000-0000-0000-1296,user1296,NombreUsuario1296,Apellido1296,user1296@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291296,1362,curso #1296,1596547687,1603547687,curso#1296,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1362
0000-0000-0000-1297,user1297,NombreUsuario1297,Apellido1297,user1297@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291297,1363,curso #1297,1596547687,1603547687,curso#1297,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1363
0000-0000-0000-1298,user1298,NombreUsuario1298,Apellido1298,user1298@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291298,1364,curso #1298,1596547688,1603547688,curso#1298,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1364
0000-0000-0000-1299,user1299,NombreUsuario1299,Apellido1299,user1299@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291299,1365,curso #1299,1596547688,1603547688,curso#1299,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1365
0000-0000-0000-1300,user1300,NombreUsuario1300,Apellido1300,user1300@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291300,1366,curso #1300,1596547688,1603547688,curso#1300,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1366
0000-0000-0000-1301,user1301,NombreUsuario1301,Apellido1301,user1301@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291301,1367,curso #1301,1596547689,1603547689,curso#1301,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1367
0000-0000-0000-1302,user1302,NombreUsuario1302,Apellido1302,user1302@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291302,1368,curso #1302,1596547689,1603547689,curso#1302,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1368
0000-0000-0000-1303,user1303,NombreUsuario1303,Apellido1303,user1303@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291303,1369,curso #1303,1596547689,1603547689,curso#1303,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1369
0000-0000-0000-1304,user1304,NombreUsuario1304,Apellido1304,user1304@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291304,1370,curso #1304,1596547689,1603547689,curso#1304,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1370
0000-0000-0000-1305,user1305,NombreUsuario1305,Apellido1305,user1305@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291305,1371,curso #1305,1596547690,1603547690,curso#1305,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1371
0000-0000-0000-1306,user1306,NombreUsuario1306,Apellido1306,user1306@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291306,1372,curso #1306,1596547690,1603547690,curso#1306,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1372
0000-0000-0000-1307,user1307,NombreUsuario1307,Apellido1307,user1307@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291307,1373,curso #1307,1596547690,1603547690,curso#1307,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1373
0000-0000-0000-1308,user1308,NombreUsuario1308,Apellido1308,user1308@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291308,1374,curso #1308,1596547691,1603547691,curso#1308,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1374
0000-0000-0000-1309,user1309,NombreUsuario1309,Apellido1309,user1309@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291309,1375,curso #1309,1596547691,1603547691,curso#1309,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1375
0000-0000-0000-1310,user1310,NombreUsuario1310,Apellido1310,user1310@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291310,1376,curso #1310,1596547692,1603547692,curso#1310,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1376
0000-0000-0000-1311,user1311,NombreUsuario1311,Apellido1311,user1311@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291311,1377,curso #1311,1596547692,1603547692,curso#1311,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1377
0000-0000-0000-1312,user1312,NombreUsuario1312,Apellido1312,user1312@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291312,1378,curso #1312,1596547693,1603547693,curso#1312,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1378
0000-0000-0000-1313,user1313,NombreUsuario1313,Apellido1313,user1313@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291313,1379,curso #1313,1596547693,1603547693,curso#1313,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1379
0000-0000-0000-1314,user1314,NombreUsuario1314,Apellido1314,user1314@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291314,1380,curso #1314,1596547693,1603547693,curso#1314,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1380
0000-0000-0000-1315,user1315,NombreUsuario1315,Apellido1315,user1315@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291315,1381,curso #1315,1596547693,1603547693,curso#1315,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1381
0000-0000-0000-1316,user1316,NombreUsuario1316,Apellido1316,user1316@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291316,1382,curso #1316,1596547694,1603547694,curso#1316,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1382
0000-0000-0000-1317,user1317,NombreUsuario1317,Apellido1317,user1317@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291317,1383,curso #1317,1596547694,1603547694,curso#1317,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1383
0000-0000-0000-1318,user1318,NombreUsuario1318,Apellido1318,user1318@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291318,1384,curso #1318,1596547694,1603547694,curso#1318,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1384
0000-0000-0000-1319,user1319,NombreUsuario1319,Apellido1319,user1319@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291319,1385,curso #1319,1596547695,1603547695,curso#1319,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1385
0000-0000-0000-1320,user1320,NombreUsuario1320,Apellido1320,user1320@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291320,1386,curso #1320,1596547695,1603547695,curso#1320,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1386
0000-0000-0000-1321,user1321,NombreUsuario1321,Apellido1321,user1321@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291321,1387,curso #1321,1596547695,1603547695,curso#1321,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1387
0000-0000-0000-1322,user1322,NombreUsuario1322,Apellido1322,user1322@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291322,1388,curso #1322,1596547696,1603547696,curso#1322,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1388
0000-0000-0000-1323,user1323,NombreUsuario1323,Apellido1323,user1323@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291323,1389,curso #1323,1596547696,1603547696,curso#1323,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1389
0000-0000-0000-1324,user1324,NombreUsuario1324,Apellido1324,user1324@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291324,1390,curso #1324,1596547697,1603547697,curso#1324,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1390
0000-0000-0000-1325,user1325,NombreUsuario1325,Apellido1325,user1325@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291325,1391,curso #1325,1596547697,1603547697,curso#1325,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1391
0000-0000-0000-1326,user1326,NombreUsuario1326,Apellido1326,user1326@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291326,1392,curso #1326,1596547697,1603547697,curso#1326,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1392
0000-0000-0000-1327,user1327,NombreUsuario1327,Apellido1327,user1327@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291327,1393,curso #1327,1596547697,1603547697,curso#1327,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1393
0000-0000-0000-1328,user1328,NombreUsuario1328,Apellido1328,user1328@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291328,1394,curso #1328,1596547698,1603547698,curso#1328,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1394
0000-0000-0000-1329,user1329,NombreUsuario1329,Apellido1329,user1329@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291329,1395,curso #1329,1596547698,1603547698,curso#1329,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1395
0000-0000-0000-1330,user1330,NombreUsuario1330,Apellido1330,user1330@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291330,1396,curso #1330,1596547699,1603547699,curso#1330,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1396
0000-0000-0000-1331,user1331,NombreUsuario1331,Apellido1331,user1331@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291331,1397,curso #1331,1596547699,1603547699,curso#1331,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1397
